	var_id	condition	coef	std err	t	pval	Conf. Int. Low	Conf. Int. Upp.	padj
0	EG8_00001	CAFF	-7.140854837168488e-05	0.0041135788116751695	-0.017359226999374113	0.9861500675652202	-0.008133962710384426	0.007991145613641056	0.9979862798381947
1	EG8_00001	COCL	0.0002163710091005262	0.0111437710294121	0.019416318634818637	0.9845090273442372	-0.0216252568305555	0.02205799884875655	0.9975985989268764
2	EG8_00001	LOV	0.0037970303548763096	0.0050885634642447285	0.7461890534640084	0.455554798728216	-0.006176479431995864	0.013770540141748482	0.79563687716788
3	EG8_00001	NACL	-0.005292731360029028	0.004899718249225777	-1.0802113694732043	0.2800504117046044	-0.014896107294109596	0.004310644574051541	0.6671241291106179
4	EG8_00001	SC	-0.007318967412854698	0.005205101002803823	-1.4061143883494676	0.15969295746274156	-0.01752088906675458	0.002882954241045183	0.534630976776911
5	EG8_00001	SC2	-0.0014307793740380836	0.005196564902221156	-0.27533176260851255	0.7830618761526096	-0.011615970395943068	0.008754411647866901	0.9431136818872645
6	EG8_00001	TBF	-0.0001292602768342147	0.003542854035012067	-0.03648478756302317	0.9708958739543883	-0.007073202243940441	0.006814681690272013	0.9947939633785324
7	EG8_00002	CAFF	0.002928525929258437	0.002286342707827245	1.2808779362921803	0.20023921765873304	-0.001552672258183915	0.007409724116700789	0.585590835898956
8	EG8_00002	COCL	-0.003664652816024674	0.005850948935385903	-0.6263347803056787	0.5310966649980361	-0.015132426949057308	0.0078031213170079595	0.8389490318920019
9	EG8_00002	LOV	0.004800401302209548	0.002323307250308197	2.0661930537051236	0.03881256698265155	0.0002467531534389167	0.00935404945098018	0.27072157252704127
10	EG8_00002	NACL	0.003573038788602307	0.002105900781993111	1.6966795487965185	0.08976006265950566	-0.0005544958696506908	0.007700573446855305	0.41423109949500275
11	EG8_00002	SC	-0.00259956607979133	0.002437672288811264	-1.0664132712683105	0.28623918262030257	-0.007377368027330717	0.002178235867748057	0.6714266625007741
12	EG8_00002	SC2	-0.000745573665543486	0.0022978432716561355	-0.32446671830934976	0.7455853263040422	-0.005249312789481559	0.003758165458394587	0.9280021488762624
13	EG8_00002	TBF	-0.0020305921520414787	0.0016252944761924108	-1.249368764729061	0.21153285971574737	-0.005216145497058126	0.0011549611929751683	0.599164815802968
14	EG8_00003	CAFF	0.0023782946363962265	0.001867274634746286	1.2736715811058907	0.20278249694768344	-0.0012815362717330508	0.006038125544525504	0.5880919364473248
15	EG8_00003	COCL	-0.011021579301859957	0.005298572302754831	-2.0801035962328234	0.03751831846695471	-0.02140670333328809	-0.0006364552704318221	0.2671033839102488
16	EG8_00003	LOV	0.0005227099604881611	0.0021916244571336596	0.23850343464947146	0.8114910916593147	-0.0037728418442519365	0.004818261765228258	0.9548308735439659
17	EG8_00003	NACL	-0.001393534165061282	0.0019462384728099863	-0.7160140879597824	0.47398415503636937	-0.005208133038112501	0.002421064707989937	0.8073698877488856
18	EG8_00003	SC	-0.0016513284154704767	0.0022641070686003724	-0.7293508502189767	0.4657886122331071	-0.006088945076023198	0.0027862882450822445	0.8022444116173943
19	EG8_00003	SC2	-5.46457043982939e-05	0.0023561503037886253	-0.0231927922044808	0.9814965297054741	-0.00467266575648102	0.004563374347684432	0.9970560281924448
20	EG8_00003	TBF	-0.0003550329440938499	0.0015491662031787894	-0.22917679417827805	0.8187319300800103	-0.0033913759901147023	0.0026813101019270025	0.9558648042816597
21	EG8_00021	CAFF	-0.0006756872749204319	0.0016193836423443345	-0.41724966045862927	0.6764966111019901	-0.003849655472253141	0.0024982809224122775	0.9039953097199008
22	EG8_00021	COCL	-0.008438498633915154	0.004913703565197102	-1.7173397869752574	0.08591989350754126	-0.01806928558226185	0.001192288314431543	0.4055372022794468
23	EG8_00021	LOV	0.011043089536762968	0.0018917451262044096	5.837514464181432	5.3131960613157495e-09	0.00733529682413581	0.014750882249390126	1.9953361295484691e-07
24	EG8_00021	NACL	0.00024306839500380921	0.0016537406947450574	0.14698096005993305	0.8831473154791861	-0.0029982391213281474	0.0034843759113357656	0.9745967642046525
25	EG8_00021	SC	-0.0025599970700489025	0.002039690109833296	-1.2550911816001948	0.2094483015098933	-0.006557759781578364	0.001437765641480559	0.5973945088470126
26	EG8_00021	SC2	0.0014263142057818336	0.0018274178501058987	0.780507975063929	0.4350935982132278	-0.0021553979887896165	0.005008026400353284	0.7819980943610084
27	EG8_00021	TBF	0.0010278128495969504	0.001225993558420466	0.8383509379291962	0.4018354392423613	-0.0013751165507075074	0.0034307422499014082	0.7601734584819286
28	EG8_00022	CAFF	0.0017901077209771217	0.001727064224796406	1.036503272591468	0.29996966957825216	-0.0015949128392647003	0.005175128281218943	0.6831873489735407
29	EG8_00022	COCL	-0.012043107883748173	0.005136335549984662	-2.344688692268973	0.019044722936038073	-0.022110250258287646	-0.001975965509208699	0.18294583246713125
30	EG8_00022	LOV	-0.0019470310276029123	0.0021714660380556853	-0.8966435548521263	0.36991109200682626	-0.006203072626491251	0.0023090105712854263	0.7407512497393266
31	EG8_00022	NACL	-0.0018156985893600947	0.001962828062104301	-0.9250420983962944	0.3549460189982946	-0.005662812814209446	0.0020314156354892567	0.728956392282652
32	EG8_00022	SC	-0.005726448575320162	0.0022877458892664937	-2.5030964331253585	0.012312623172501626	-0.010210396977811502	-0.0012425001728288204	0.1374110238810708
33	EG8_00022	SC2	-0.005718451535202011	0.002304709056985401	-2.4812032208012598	0.013095437744227497	-0.01023564749772668	-0.0012012555726773405	0.14348225393120295
34	EG8_00022	TBF	-0.0005211896815317972	0.0014873323962585022	-0.3504191012331134	0.7260248577323996	-0.003436339372529695	0.0023939600094661007	0.9193456985959453
35	EG8_00023	CAFF	0.00035272648285956915	0.0011885769881245791	0.29676368159888905	0.76664748968636	-0.0019768669882264827	0.0026823199539456207	0.9373739940288944
36	EG8_00023	COCL	-0.004076937219072143	0.00368923787648592	-1.105089277397183	0.2691232996651331	-0.011307789369344595	0.0031539149312003094	0.6597594609813398
37	EG8_00023	LOV	0.0009456904486543967	0.0016571669717991315	0.5706669664238432	0.5682265692917982	-0.002302332520471154	0.004193713417779947	0.8561808970358319
38	EG8_00023	NACL	-0.0029141109592582064	0.0013279412965073898	-2.1944576668581597	0.028204586762558735	-0.0055168564315648885	-0.0003113654869515239	0.2298274699637746
39	EG8_00023	SC	-0.0016328112301973914	0.0015152383873954427	-1.0775936273658204	0.2812174872764008	-0.004602656254696048	0.0013370337943012657	0.6680967950772606
40	EG8_00023	SC2	-0.0023963609614810664	0.0014102318986967714	-1.699267307522685	0.08927162922651562	-0.005160394807622587	0.00036767288466045414	0.41364458464386666
41	EG8_00023	TBF	-0.0011471220442892931	0.0009101266892580416	-1.260398203709921	0.20752839670208323	-0.0029309570119358894	0.0006367129233573032	0.5954196960780713
42	EG8_00024	CAFF	-0.0021508089328763505	0.0014553467230354411	-1.4778670256599558	0.139446208801491	-0.005003267173296606	0.0007016493075439048	0.5083925269882006
43	EG8_00024	COCL	0.005492237925735587	0.004191616711889251	1.310291065057835	0.19010009802952255	-0.0027232693765889488	0.013707745228060123	0.5732803721362579
44	EG8_00024	LOV	0.006535633831597629	0.0017052922635843219	3.8325593630856583	0.00012688677277900053	0.003193285996134401	0.009877981667060857	0.0031921878637241274
45	EG8_00024	NACL	0.0007809586878806474	0.0015502035365656643	0.5037781616798468	0.6144182744935087	-0.002257417516370213	0.0038193348921315077	0.8761349509495062
46	EG8_00024	SC	0.00033962923080315104	0.0019544093404885903	0.1737758942137709	0.8620419063919464	-0.0034909844231056537	0.004170242884711956	0.9688300393179196
47	EG8_00024	SC2	0.0024694465080735487	0.0017103373271772793	1.4438359432575176	0.148787948765585	-0.0008827895780665774	0.005821682594213675	0.5225981324823071
48	EG8_00024	TBF	0.001493161251368229	0.001096113245486661	1.3622326502452613	0.17312723668669636	-0.0006552046397515026	0.0036415271424879605	0.5520306190799031
49	EG8_00025	CAFF	0.0012489926310810104	0.001352251878632153	0.9236390430046267	0.35567628510480687	-0.0014014012257745857	0.0038993864879366064	0.7295833554544475
50	EG8_00025	COCL	0.006578369369279589	0.0041994336924606685	1.566489639088688	0.11723688055092885	-0.001652459100360759	0.014809197838919937	0.46971792304227966
51	EG8_00025	LOV	0.005292520463258319	0.001631155809964172	3.244644338038172	0.001176321624743822	0.0020954789899815954	0.008489561936535044	0.023048343365727246
52	EG8_00025	NACL	-0.0013902698047629624	0.0014749392277321497	-0.9425946361875708	0.34589033422719706	-0.004281129067144524	0.0015005894576185994	0.7219398538592222
53	EG8_00025	SC	-0.0003091955674426796	0.0016635372795254849	-0.1858663290857395	0.8525499269062875	-0.0035697042463172786	0.0029513131114319194	0.965572481806851
