	var_id	condition	coef	std err	t	pval	Conf. Int. Low	Conf. Int. Upp.	padj
0	EG8_00001	CAFF	-7.14085483735749e-05	0.004120565468031646	-0.017329793429464932	0.9861735528933171	-0.00814766867507815	0.008004851578331001	0.9988874381127856
1	EG8_00001	COCL	0.00021637100909861393	0.011162698027595942	0.0193833971467929	0.9845352947241439	-0.021662386575544753	0.02209512859374198	0.9988509035150621
2	EG8_00001	LOV	0.00379703035487414	0.005097206071060005	0.7449238468957008	0.4563195527601681	-0.006193433931806196	0.013787494641554477	0.7991224233822363
3	EG8_00001	NACL	-0.005292731360030781	0.004908040114253335	-1.0783798088080563	0.2808669605818691	-0.01491243258369457	0.004326969863633007	0.6662318106011172
4	EG8_00001	SC	-0.0040237563629157485	0.00421028788965151	-0.9556962536471109	0.3392280842343406	-0.012275871386677944	0.004228358660846446	0.7150153820548663
5	EG8_00001	TBF	-0.00012926027683583336	0.003548871351027419	-0.03642292550233238	0.9709452089298325	-0.007085006620261439	0.0068264860665897716	0.9963620416738804
6	EG8_00002	CAFF	0.002928525929258762	0.0022902259179330307	1.2787061338917203	0.20100360107303386	-0.0015602900853508785	0.007417341943868403	0.5783363227027644
7	EG8_00002	COCL	-0.0036646528160246424	0.005860886406245821	-0.6252727935691265	0.5317934956994101	-0.015151921628311955	0.00782261599626267	0.8406593670825407
8	EG8_00002	LOV	0.004800401302209675	0.002327253242377764	2.0626897042390993	0.03914475974203183	0.0002390121647285262	0.009361790439690824	0.26421241218362385
9	EG8_00002	NACL	0.0035730387886025563	0.002109477522772436	1.693802730785487	0.09030596765919917	-0.0005615124853721844	0.007707590062577297	0.40558570523979154
10	EG8_00002	SC	-0.0015932991513682875	0.0019699744421376427	-0.8087917879987212	0.41863689319394537	-0.005454426018808498	0.0022678277160719227	0.7759866591373215
11	EG8_00002	TBF	-0.002030592152041272	0.0016280549372175057	-1.247250387945593	0.21230869694779292	-0.005221560788638427	0.001160376484555884	0.5919794497665339
12	EG8_00003	CAFF	0.002378294636396657	0.0018704460839377053	1.271511997496243	0.20354959372822745	-0.0012877578129709046	0.006044347085764219	0.5819316409350264
13	EG8_00003	COCL	-0.011021579301859766	0.005307571596448767	-2.0765766606397125	0.03784326059759834	-0.021424357558045386	-0.0006188010456741472	0.26036990046421477
14	EG8_00003	LOV	0.000522709960488502	0.0021953467942142117	0.23809903832328114	0.8118047807200776	-0.0037801440812579804	0.004825564002234984	0.9567508883450356
15	EG8_00003	NACL	-0.0013935341650608904	0.0019495440371421263	-0.714800044785702	0.47473431815189016	-0.00521461767764657	0.0024275493475247895	0.8122145938725973
16	EG8_00003	SC	-0.0008403124029732058	0.0019224358858210945	-0.4371081549043695	0.6620338810897399	-0.0046082642560036	0.0029276394500571887	0.8977459441907244
17	EG8_00003	TBF	-0.0003550329440935858	0.0015517973650930837	-0.2287882117084851	0.8190340091275521	-0.003396537631170734	0.0026864717429835624	0.9584438191069428
18	EG8_00021	CAFF	-0.0006756872749202142	0.0016221340641877902	-0.41654218959918937	0.677014218456456	-0.0038550510696246346	0.0025036765197842064	0.9033568287410384
19	EG8_00021	COCL	-0.008438498633915078	0.004922049183409252	-1.7144279383389178	0.08645333771318066	-0.018085657469286275	0.0012086602014561212	0.3957631885013884
20	EG8_00021	LOV	0.01104308953676325	0.001894958136995259	5.827616621797106	5.640066351404763e-09	0.0073289937500750565	0.014757185323451442	1.9548600631876664e-07
21	EG8_00021	NACL	0.00024306839500382298	0.0016565494698933963	0.14673174536675027	0.8833440638513907	-0.0030037491923902014	0.0034898859823978474	0.9765245769406693
22	EG8_00021	SC	-0.0012857875187407973	0.0015881372835212248	-0.8096198811540672	0.41816065295520477	-0.00439851802093625	0.0018269429834546556	0.7759189484210078
23	EG8_00021	TBF	0.001027812849597214	0.0012280758318082173	0.8369294655720598	0.4026342669592007	-0.0013792014182139743	0.0034348271174084026	0.7637799985121168
24	EG8_00022	CAFF	0.0017901077209765983	0.0017299975353750243	1.0347458215242737	0.3007901960408925	-0.0016006672157751634	0.00518088265772836	0.682039300292774
25	EG8_00022	COCL	-0.012043107883749205	0.00514505929469997	-2.340713137388923	0.01924895262978393	-0.022127363929113172	-0.0019588518383852373	0.1759652217490533
26	EG8_00022	LOV	-0.0019470310276034444	0.0021751541373221145	-0.8951232440016789	0.37072341855315105	-0.006210307697997597	0.002316245642790709	0.7426878215468952
27	EG8_00022	NACL	-0.0018156985893605575	0.001966161802816382	-0.9234736361777056	0.3557627174624276	-0.0056693527283204915	0.0020379555495993766	0.7289008879924205
28	EG8_00022	SC	-0.004321915984559881	0.001805624073480217	-2.393585712572874	0.016686460107381958	-0.007860918051533999	-0.0007829139175857627	0.1600367012649229
29	EG8_00022	TBF	-0.0005211896815323076	0.001489858537318707	-0.3498249454409885	0.726470831996566	-0.003441294990555653	0.0023989156274910376	0.9204461771263746
30	EG8_00023	CAFF	0.00035272648285934136	0.0011905957118076402	0.2962605016641703	0.7670317784618157	-0.001980827188086398	0.0026862801538050807	0.9388502909817484
31	EG8_00023	COCL	-0.004076937219072729	0.0036955038163014645	-1.103215534804402	0.2699362983005321	-0.011320081479546567	0.003166207041401109	0.6568622175518025
32	EG8_00023	LOV	0.0009456904486540561	0.00165998156626477	0.5696993676755184	0.568882930976014	-0.0023078540074889737	0.004199234904797086	0.8564540024777433
33	EG8_00023	NACL	-0.0029141109592586813	0.0013301967217526744	-2.1907368373446543	0.028473199434717524	-0.005521280977041725	-0.00030694094147563694	0.22401745076727364
34	EG8_00023	SC	-0.0018855283713554	0.0011884293340194228	-1.5865717189749073	0.11261291828358565	-0.004214835967172349	0.00044377922446154966	0.44990038603994137
35	EG8_00023	TBF	-0.0011471220442894703	0.0009116724825222145	-1.258261125876988	0.20830034685777887	-0.0029339894478852013	0.0006397453593062607	0.588577970960743
36	EG8_00024	CAFF	-0.002150808932876003	0.0014578185384300044	-1.4753612168989934	0.14011868401136496	-0.005008116218790133	0.0007064983530381264	0.4991450104642949
37	EG8_00024	COCL	0.005492237925736941	0.004198735910738956	1.3080693910016206	0.19085285674836472	-0.0027372353544587915	0.013721711205932673	0.5652253859308842
38	EG8_00024	LOV	0.006535633831597802	0.0017081885958483945	3.8260610376875817	0.00013029110636758254	0.0031876041612593827	0.009883663501936221	0.002999034004773816
39	EG8_00024	NACL	0.0007809586878806062	0.0015528364603258388	0.5029239767571752	0.6150188584953651	-0.002262582613700366	0.0038244999894615785	0.8770359366168144
40	EG8_00024	SC	0.0030927474076797063	0.001448610195038382	2.134975591275444	0.032765488358396704	0.00025348836712018544	0.005932006448239227	0.24215260014313403
41	EG8_00024	TBF	0.0014931612513685967	0.0010979749252853558	1.3599229062362557	0.17385746453643264	-0.0006588567612075963	0.0036451792639447898	0.5439691677448045
