	var_id	gxe	coef	std err	t	pval	Conf. Int. Low	Conf. Int. Upp.	padj
0	EG8_00001	CAFF-COCL	-0.00028777955747218885	0.011898944786477036	-0.024185300683069462	0.9807048525293348	-0.023609572179005105	0.023034013064060728	0.9947095685287541
1	EG8_00001	CAFF-LOV	-0.003868438903247715	0.006554431287852946	-0.5902020683956106	0.5550565528139302	-0.016715047572372525	0.008978169765877094	0.8398096862886458
2	EG8_00001	CAFF-NACL	0.005221322811657206	0.006408425511734883	0.8147590702421529	0.4152122228125752	-0.007339116243835872	0.017781761867150286	0.7568474190831584
3	EG8_00001	CAFF-SC	0.0039523478145421734	0.00589114453142009	0.6708964265708551	0.5022881014863856	-0.007594226569213347	0.015498922198297694	0.8133370592167026
4	EG8_00001	CAFF-TBF	5.7851728462258457e-05	0.005438156640119684	0.010638113664373087	0.9915121952006813	-0.010600871686106487	0.010716575143031004	0.9971359207762004
5	EG8_00001	COCL-LOV	-0.003580659345775526	0.012271403219931505	-0.2917889080492224	0.7704486469821197	-0.027632466140921394	0.02047114744937034	0.9288912078177007
6	EG8_00001	COCL-NACL	0.0055091023691293955	0.012194043013636385	0.4517863651102971	0.6514238977774296	-0.01839107932641737	0.02940928406467616	0.8860031078816637
7	EG8_00001	COCL-SC	0.004240127372014363	0.01193031229134596	0.3554079112489014	0.7222847914146472	-0.019143145192213922	0.02762339993624265	0.9142897852472384
8	EG8_00001	COCL-TBF	0.0003456312859344473	0.011713253822974962	0.02950770905830699	0.9764597310481224	-0.022612209218818357	0.023303471790687254	0.9937975776029997
9	EG8_00001	LOV-NACL	0.009089761714904922	0.007076041795663089	1.2845828186707495	0.19894115640224608	-0.004779197449213851	0.022958720879023696	0.556705016676889
10	EG8_00001	LOV-SC	0.007820786717789888	0.006611205173385342	1.1829593111516103	0.23682815676988486	-0.005137098102999223	0.020778671538579	0.6000841916777652
11	EG8_00001	LOV-TBF	0.003926290631709973	0.00621095786469319	0.6321554126182959	0.5272868108855675	-0.008247114144995437	0.016099695408415382	0.8260531903046765
12	EG8_00001	NACL-SC	-0.0012689749971150329	0.006466481413942676	-0.1962388686958781	0.8444236154430551	-0.013943202941962812	0.011405252947732748	0.9535102077846547
13	EG8_00001	NACL-TBF	-0.005163471083194948	0.0060566777716222564	-0.8525253080802304	0.3939246917187308	-0.01703448868181039	0.006707546515420495	0.7406649866473402
14	EG8_00001	SC-TBF	-0.003894496086079915	0.005506451850319721	-0.7072605358119655	0.4794062749437408	-0.014687077313917902	0.006898085141758072	0.7990457637515446
15	EG8_00002	CAFF-COCL	0.006593178745283404	0.006292465671109331	1.0477893865285177	0.2947382496708129	-0.005739980378751498	0.018926337869318306	0.6595186320125869
16	EG8_00002	CAFF-LOV	-0.001871875372950913	0.003265155801693118	-0.573288224708992	0.5664508785528104	-0.008271542557777624	0.004527791811875797	0.8444426774376386
17	EG8_00002	CAFF-NACL	-0.0006445128593437946	0.003113684340817894	-0.20699364122905783	0.8360152565929293	-0.00674729775233675	0.005458272033649161	0.9508919880237238
18	EG8_00002	CAFF-SC	0.0045218250806270495	0.0030209160957974223	1.4968390174482606	0.13443838666148358	-0.0013991351370644623	0.01044278529831856	0.4652338737594156
19	EG8_00002	CAFF-TBF	0.004959118081300034	0.0028099284036734386	1.76485567205803	0.07759115408629924	-0.0005483087273614956	0.010466544889961564	0.3516963393191652
20	EG8_00002	COCL-LOV	-0.008465054118234318	0.006306036561983675	-1.342373142786138	0.17947816246311663	-0.020824812029669307	0.003894703793200673	0.5322742055971758
21	EG8_00002	COCL-NACL	-0.007237691604627199	0.006228955360732582	-1.1619430844301282	0.24526142772722925	-0.019446371263086376	0.004970988053831977	0.6104698850557118
22	EG8_00002	COCL-SC	-0.002071353664656355	0.006183105107435307	-0.3350021758752752	0.7376241652157256	-0.01419016736287853	0.010047460033565821	0.9196293016632126
23	EG8_00002	COCL-TBF	-0.0016340606639833706	0.006082807932650459	-0.26863591322887	0.7882104411634051	-0.013556293072617898	0.010288171744651155	0.9350625618439202
24	EG8_00002	LOV-NACL	0.0012273625136071185	0.003141019432165284	0.39075291958987574	0.6959807316511998	-0.0049289988387386865	0.007383723865952924	0.9050157014422101
25	EG8_00002	LOV-SC	0.006393700453577962	0.0030490829698178613	2.0969257041765226	0.03600272080383618	0.0004175334922222494	0.012369867414933674	0.22768396866783316
26	EG8_00002	LOV-TBF	0.006830993454250946	0.0028401884678232363	2.4051197769584367	0.016169016194488038	0.001264257273751848	0.012397729634750044	0.1370616249202513
27	EG8_00002	NACL-SC	0.005166337939970844	0.0028862942888343243	1.78995536247184	0.07346418826621401	-0.0004907651104954242	0.010823440990437113	0.3413596800169683
28	EG8_00002	NACL-TBF	0.0056036309406438285	0.002664668515534422	2.10293734773234	0.03547380159003478	0.0003809118138983717	0.010826350067389285	0.22563094647966261
29	EG8_00002	SC-TBF	0.0004372930006729843	0.0025556529853001976	0.1711081289941318	0.864139099041066	-0.004571756961766536	0.0054463429631125045	0.9591933995366185
30	EG8_00003	CAFF-COCL	0.013399873938256424	0.0056275114219651	2.3811366932023486	0.0172612133715282	0.002370017365803525	0.024429730510709322	0.1437241625997203
31	EG8_00003	CAFF-LOV	0.0018555846759081551	0.0028841144394397026	0.6433810845136367	0.5199783666224264	-0.003797245895238324	0.007508415247054635	0.8234523552521333
32	EG8_00003	CAFF-NACL	0.0037718288014575475	0.0027017199162152994	1.3960843160757053	0.16269228336816574	-0.001523510637300685	0.00906716824021578	0.50653594638517
33	EG8_00003	CAFF-SC	0.003218607039369863	0.0026822245036556363	1.1999767487707254	0.23015128511157681	-0.0020385216187732333	0.008475735697512959	0.5939982938048675
34	EG8_00003	CAFF-TBF	0.002733327580490243	0.0024303587420847596	1.124660130687372	0.2607358499997862	-0.002030147130582176	0.0074968022915626615	0.6249644843521365
35	EG8_00003	COCL-LOV	-0.011544289262348269	0.005743680335664263	-2.00991151799766	0.04444330268699726	-0.02280183554703848	-0.00028674297765805823	0.25713791418432935
36	EG8_00003	COCL-NACL	-0.009628045136798876	0.005654293784743251	-1.702784733750099	0.08861154671251302	-0.02071039482707316	0.0014543045534754079	0.3773720969499542
37	EG8_00003	COCL-SC	-0.01018126689888656	0.0056450045160763565	-1.8035887960570136	0.07129887795783049	-0.021245409731213135	0.0008828759334400145	0.3353187596526454
38	EG8_00003	COCL-TBF	-0.01066654635776618	0.00552977317018877	-1.9289301802232977	0.053742428240082976	-0.021504837099801135	0.0001717443842687745	0.28565212700275094
